symbol,exchange,company_name,display_name,en_company_name,vietstock_company_name,name_match_status,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,vietstock_financial_url,status,needs_review,review_reason
PGC,HOSE,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - JSC,Tổng Công ty Gas Petrolimex - CTCP - PGC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGD,HOSE,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,PetroVietNam Low Pressure Gas Distribution JSC,CTCP Phân phối khí thấp áp Dầu khí Việt Nam - PV GAS D JSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGI,HOSE,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Petrolimex Insurance Corporation,Tổng Công ty cổ phần Bảo hiểm Petrolimex - Bảo hiểm PJICO - Hồ sơ doanh nghiệp,MATCH,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PGI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGI/tai-chinh.htm?tab=BCTT,OK,NO,
PGS,HNX,CTCP Kinh doanh Khí Miền Nam,CTCP Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,"CTCP Kinh doanh Khí Miền Nam - GAS SOUTH., JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGV,HOSE,Tổng Công ty Phát điện 3 - CTCP,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,Tổng Công ty Phát điện 3 - CTCP - EVNGENCO3 - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGV/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PHC,HOSE,CTCP Xây dựng Phục Hưng Holdings,CTCP Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction JSC,"CTCP Xây dựng Phục Hưng Holdings - Phuc Hung Holdings., JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PHC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PHC/tai-chinh.htm?tab=BCTT,OK,NO,
PHS,UPCOM,CTCP Chứng khoán Phú Hưng,CTCP Chứng khoán Phú Hưng,Phu Hung Securities Corporation,CTCP Chứng khoán Phú Hưng - PHS - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PHS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PHS/tai-chinh.htm?tab=BCTT,OK,NO,
PIC,HNX,CTCP Đầu tư Điện lực 3,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company,CTCP Đầu tư Điện lực 3 - PC3-INVEST - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PIC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PIS,UPCOM,Tổng Công ty Pisico Bình Định - CTCP,Tổng Công ty Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation JSC,Tổng Công ty Pisico Bình Định - CTCP - PISICO - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PIS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PIS/tai-chinh.htm?tab=BCTT,OK,NO,
PJT,HOSE,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex - PJTACO - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PJT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PJT/tai-chinh.htm?tab=BCTT,OK,NO,
PLP,HOSE,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,CTCP Sản xuất và Công nghệ Nhựa Pha Lê - Pha Le Plastics JSC - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PLP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PLP/tai-chinh.htm?tab=BCTT,OK,NO,
PMG,HOSE,CTCP Đầu tư và Sản xuất Petro Miền Trung,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,"CTCP Đầu tư và Sản xuất Petro Miền Trung - PETRO MIEN TRUNG CO,.JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PMG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PMW,UPCOM,CTCP Cấp nước Phú Mỹ,CTCP Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,CTCP Cấp nước Phú Mỹ - PHU MY WASUCO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PMW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
POM,UPCOM,CTCP Thép Pomina,CTCP Thép Pomina,Pomina Steel Corporation,CTCP Thép Pomina - Công Ty Thép Pomina - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/POM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/POM/tai-chinh.htm?tab=BCTT,OK,NO,
POS,UPCOM,CTCP Vận hành và Xây lắp PTSC,CTCP Vận hành và Xây lắp PTSC,PTSC Offshore Services Joint Stock Company,CTCP Vận hành và Xây lắp PTSC - POS - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/POS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/POS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PPH,UPCOM,Tổng Công ty cổ phần Phong Phú,Tổng Công ty cổ phần Phong Phú,Phong Phu Corporation,Tổng Công ty cổ phần Phong Phú - PHONG PHU CORP. - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PPH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PPH/tai-chinh.htm?tab=BCTT,OK,NO,
PPI,UPCOM,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development & Investment Corporation,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương - PPI Corp - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PPI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PPI/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PQN,UPCOM,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,PTSC Quang Ngai Joint Stock Company,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC - PTSC QUANG NGAI - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PQN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PQN/tai-chinh.htm?tab=BCTT,OK,NO,
PRE,HNX,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội - Hanoi Re - Hồ sơ doanh nghiệp,MATCH,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PRE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PRE/tai-chinh.htm?tab=BCTT,OK,NO,
PRT,UPCOM,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,B?nh D??ng Production and Trading Goods Corportation,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP - PROTRADE - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PRT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PRT/tai-chinh.htm?tab=BCTT,OK,NO,
PSB,UPCOM,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Sao Mai - Ben Dinh Petroleum Investment JSC,CTCP Cảng Kỹ thuật PTSC Sao Mai - PTSC Sao Mai - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSB/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PSD,HNX,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services JSC,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí - Petrosetco Distribution JSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSD/tai-chinh.htm?tab=BCTT,OK,NO,
PSG,UPCOM,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Petroleum Saigon Constrution And Investment JSC,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn - PSG Construction - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Bất động sản đa dạng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PSH,UPCOM,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu - NSHPETRO - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSH/tai-chinh.htm?tab=BCTT,OK,NO,
PSI,HNX,CTCP Chứng khoán Dầu khí,CTCP Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,CTCP Chứng khoán Dầu khí - PSI - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSI/tai-chinh.htm?tab=BCTT,OK,NO,
PSN,UPCOM,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,PTSC Thanh Hoa Technical Services Company,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa - PTSC Thanh Hóa - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSN/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PSP,UPCOM,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port SJC,CTCP Cảng Dịch vụ Dầu khí Đình Vũ - PTSC DINH VU - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PTB,HOSE,CTCP Phú Tài,CTCP Phú Tài,Phu Tai Joint Stock Company,CTCP Phú Tài - PTB - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTB/tai-chinh.htm?tab=BCTT,OK,NO,
PTC,HOSE,CTCP Đầu Tư Icapital,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,CTCP Đầu Tư Icapital - ICAPITAL JSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTC/tai-chinh.htm?tab=BCTT,OK,NO,
PTI,HNX,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,Tổng Công ty cổ phần Bảo hiểm Bưu điện - PTI - Hồ sơ doanh nghiệp,MATCH,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTI/tai-chinh.htm?tab=BCTT,OK,NO,
PTL,HOSE,CTCP Victory Group,CTCP Victory Group,Victory Group Joint Stock Company,CTCP Victory Group - - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PTL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTL/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PTM,UPCOM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company","CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM - PTM.,J.S.C - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTM/tai-chinh.htm?tab=BCTT,OK,NO,
PV2,HNX,CTCP Đầu tư PV2,CTCP Đầu tư PV2,PV2 Investment JSC,CTCP Genea Capital - Genea Capital JSC - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính,Dịch vụ tài chính,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PV2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PV2/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PVA,UPCOM,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction JSC,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An - PVNC - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVA/tai-chinh.htm?tab=BCTT,OK,NO,
PVB,HNX,CTCP Bọc ống Dầu khí Việt Nam,CTCP Bọc ống Dầu khí Việt Nam,PetroViet Nam Coating JSC,CTCP Bọc ống Dầu khí Việt Nam - PV Coating - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVB/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVD,HOSE,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,PetroVietnam Drilling & Well Services Corporation,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí - PV DRILLING - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVE,UPCOM,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,PetroVietnam Engineering Consultancy JSC,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP - PV ENGINEERING - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVE/tai-chinh.htm?tab=BCTT,OK,NO,
PVG,HNX,CTCP Kinh doanh LPG Việt Nam,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,CTCP Kinh doanh LPG Việt Nam - PVGAS LPG - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVH,UPCOM,CTCP Xây lắp Dầu khí Thanh Hóa,CTCP Xây lắp Dầu khí Thanh Hóa,Thanh Hoa Petroleum Construction JSC,CTCP Xây lắp Dầu khí Thanh Hóa - PVC-TH - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVH/tai-chinh.htm?tab=BCTT,OK,NO,
PVI,HNX,CTCP PVI,CTCP PVI,PVI Holdings,CTCP PVI - PVI - Hồ sơ doanh nghiệp,MATCH,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVI/tai-chinh.htm?tab=BCTT,OK,NO,
PVL,UPCOM,CTCP Đầu tư Nhà Đất Việt,CTCP Đầu tư Nhà Đất Việt,Viet Property Investment Joint Stock Company,"CTCP Địa ốc Dầu khí - PVL., JSC - Hồ sơ doanh nghiệp",MISMATCH_REVIEW,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVL/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PVM,UPCOM,CTCP Máy - Thiết bị Dầu khí,CTCP Máy - Thiết bị Dầu khí,PetroVietNam Machinery - Technology JSC,"CTCP Máy - Thiết bị Dầu khí - PVMachino.,JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Máy móc & Thiết bị,NORMAL,30,may moc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVM/tai-chinh.htm?tab=BCTT,OK,NO,
PVR,UPCOM,CTCP Đầu tư PVR Hà Nội,CTCP Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company,"CTCP Đầu tư PVR Hà Nội - HANOI PVR., JSC - Hồ sơ doanh nghiệp",MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVR/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
